"ASV_ID","Domain","Phylum","Class","Order","Family","Genus","Species","Confidence","Unique.ID"
"00055ce4d2a91370b115571686ca8d5a","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","",0.999999978,"Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_Incertae_Sedis_Unknown_Family_uncultured"
"000fe59cac038556fc026f1aaca2704b","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","",0.999682814,"Archaea_Crenarchaeota_Nitrososphaeria_Nitrosopumilales_Nitrosopumilaceae_Nitrosopumilaceae"
"001d281d8e7e044c86918dcccda9bd87","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured","uncultured_bacterium",0.915782983,"Bacteria_Planctomycetota_Planctomycetes_Planctomycetales_Gimesiaceae_uncultured"
"001dad2b01386f56d956535e0e3d5f45","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",0.99842817,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_"
"002ce926926fd3b1b547f163f3571a4a","Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","uncultured_bacterium",0.999934302,"Bacteria_Margulisbacteria_Margulisbacteria_Margulisbacteria_Margulisbacteria_Margulisbacteria"
"0038acbd60d63600d4fd7567f43c488d","Bacteria","Verrucomicrobiota","Lentisphaeria","SS1-B-02-17","SS1-B-02-17","SS1-B-02-17","uncultured_bacterium",0.98828552,"Bacteria_Verrucomicrobiota_Lentisphaeria_SS1-B-02-17_SS1-B-02-17_SS1-B-02-17"
"0038c4b00451d9d08ee825d19cd03f0e","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","metagenome",0.995149783,"Bacteria_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)"
"003cfb24a9cce9d7cc88830159ee5609","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43_clade","",0.999886517,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Methylophilaceae_OM43_clade"
"004cee33519884c3e86389d2bd6c5c95","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","",0.998220835,"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia"
"004d79fccad009217326d1d8544f5d31","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",1,"Bacteria_Proteobacteria_Gammaproteobacteria___"
"0053234e9c5ff69e76ffe3e2777ea3c0","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","uncultured","",0.927987726,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_I_uncultured"
"00596526da69dca3464e740b0994a69b","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas","",0.999998346,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Cocleimonas"
"005c4209d70ac93e07915110c5dbbf7d","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Saccharospirillaceae","uncultured_deep-sea",0.996280787,"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Saccharospirillaceae_Saccharospirillaceae"
"00942dd1c8ded82c72af2239d5d89f0c","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas","",0.999992732,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Cocleimonas"
"0096404cdd6f9fc8fadb30a6ccf195f0","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","",0.985553064,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_uncultured"
"00aa0138ffb07d849e8e692b790c798d","Bacteria","","","","","","",0.999999987,"Bacteria_____"
"00b89bcb0c3b0d72bc2432738adca0d2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","",0.999983233,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Polaribacter"
"00b98698a0828c700c651306c590eb01","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","",0.999999925,"Bacteria_Chloroflexi_JG30-KF-CM66_JG30-KF-CM66_JG30-KF-CM66_JG30-KF-CM66"
"00d2a6be40c50be6f7c6b932e45821c1","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","","",0.908487008,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiomicrospirales_Thioglobaceae_"
"00d919a531f4e3490cc7e783fd9004c9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"00dbd38e7a85c7d7f1088655f4f19f5d","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Candidatus_Endobugula","",0.998928358,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Candidatus_Endobugula"
"00ea79a7c298b78f6bb41200314154cd","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_delta",0.995516334,"Bacteria_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)"
"00eb778e55c0e10578b9124f3324045a","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","uncultured","",0.904434892,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_I_uncultured"
"00f07293563f3c2d7f6c9a50d488b9fc","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV","Clade_IV","marine_metagenome",0.922023189,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_IV_Clade_IV"
"00f175bf3e18de6772c4560a90e35037","Bacteria","","","","","","",0.989796667,"Bacteria_____"
"00ffe5ff1f18b92a5e06bdc23f495aa2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"01183613d2e7848f452b56d85d656092","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","",0.998756455,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"011e50827d60a9a07d155f21fd5daf2c","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"011ed26fe3ff572f1bbeda99f6959857","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","Woesearchaeales","Woesearchaeales","uncultured_euryarchaeote",0.904964403,"Archaea_Nanoarchaeota_Nanoarchaeia_Woesearchaeales_Woesearchaeales_Woesearchaeales"
"0136392796a630b61be2bd6e08ebe361","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","",0.996989375,"Bacteria_Chloroflexi_Anaerolineae_Ardenticatenales_uncultured_uncultured"
"014c6c37f8d422006b92ae7d86b410c8","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus","uncultured_bacterium",0.987602234,"Bacteria_Proteobacteria_Gammaproteobacteria_Granulosicoccales_Granulosicoccaceae_Granulosicoccus"
"014f58e0b09e7a5cda1b09a20022fd2d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix","uncultured_bacterium",0.998534974,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Crocinitomicaceae_Crocinitomix"
"015607ce83d814121f3f7d695085c0a6","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","OM43_clade","",0.999987828,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Methylophilaceae_OM43_clade"
"015cf248a4fff4620c3c34d19a0d8617","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.988715793,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"0161768daa4b13309c45bc7e5937dd5f","Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","uncultured_bacterium",0.998073197,"Bacteria_Planctomycetota_BD7-11_BD7-11_BD7-11_BD7-11"
"01619d366cc8e0c4ce2de4acdaa078f2","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Arctic97B-4_marine_group","Arctic97B-4_marine_group","Arctic97B-4_marine_group","",1,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Arctic97B-4_marine_group_Arctic97B-4_marine_group_Arctic97B-4_marine_group"
"01672f9534f697caae476bfe0168716f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","",0.999999997,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"016bef9c1fe62654538d4d9c786c5886","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Megaira","",0.999977811,"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Rickettsiaceae_Candidatus_Megaira"
"017bf5e001c7ac2957e69d3f696c9c4a","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_bacterium",0.975702695,"Bacteria_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)_SAR324_clade(Marine_group_B)"
"0189a95e7113b6d67bab227ce75db1c0","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade","",0.996471838,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_SAR92_clade"
"01944bc3fc3d68e29fb5e2b6600fe598","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","Segetibacter_aerophilus",0.952698811,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Chitinophagaceae_Segetibacter"
"0199858ebcd229d5fa02542991b93cf3","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae","uncultured_thaumarchaeote",0.919861775,"Archaea_Crenarchaeota_Nitrososphaeria_Nitrosopumilales_Nitrosopumilaceae_Nitrosopumilaceae"
"019e25ddb1bf94ec0f64eb991f2449e8","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter_psychrophilus",0.918188452,"Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Hymenobacteraceae_Hymenobacter"
"01a1232bf7b1e4000e6af45a8d716dce","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"01a7fd8ba402466a7069e0a92424671d","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter","uncultured_bacterium",0.999986823,"Bacteria_Acidobacteriota_Holophagae_Acanthopleuribacterales_Acanthopleuribacteraceae_Acanthopleuribacter"
"01a9a23cdf49225b02cf493133b4fe4e","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","","",0.999807956,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_I_"
"01d1d7ab12d62fa4de13e1da82c61d81","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas","",1,"Bacteria_Campilobacterota_Campylobacteria_Campylobacterales_Sulfurimonadaceae_Sulfurimonas"
"01d2982108e01c8755f9c1d46ccf8f88","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB","",0.99996059,"Bacteria_Nitrospinota_Nitrospinia_Nitrospinales_Nitrospinaceae_LS-NOB"
"01e729de8f31287bfabac124d7553d3b","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","",0.9999371,"Bacteria_Proteobacteria_Alphaproteobacteria_Defluviicoccales_uncultured_uncultured"
"020e1ec25139293d174bdd4cd9ab59f7","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","",0.901021068,"Bacteria_Proteobacteria_Gammaproteobacteria_Steroidobacterales_Woeseiaceae_Woeseia"
"020e7d73be195ba3f39c0203be9271e1","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","",0.977949386,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_Halioglobus"
"0215b7929c466b362a25a9e7a06bd5bb","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium",0.975853106,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Rubritaleaceae_Rubritalea"
"022cc993beb5639d82246c2a0bb24b30","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group","uncultured_bacterium",0.974981931,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_AEGEAN-169_marine_group_AEGEAN-169_marine_group"
"0235c5a6daadc96221636baa9d831834","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","",0.999999981,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"024aec82c0cbfe1bc496c803d743a8e1","Bacteria","","","","","","",0.999999931,"Bacteria_____"
"024c0f9f1abf58c32cbc48c2d9e0ab7f","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","",0.988930518,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_Halioglobus"
"024d0d6c77594e26cd637ff81fca623c","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92_clade","",0.999981979,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_SAR92_clade"
"02523daf5356885c7d28e05d5910acb3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",1,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_"
"0254aa98f934ef02acb82fd5db8f007b","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","",0.999996408,"Bacteria_Bdellovibrionota_Bdellovibrionia_Bdellovibrionales_Bdellovibrionaceae_OM27_clade"
"025728d4a14843ed69a674100252d32b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","",0.998952346,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Magnetospiraceae_uncultured"
"025a4927e2d41963e83d9752f5eb1cf6","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","",0.994149598,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_NS5_marine_group"
"025c4758c2f16f6358bbba622f975e8c","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",0.999943282,"Bacteria_Proteobacteria_Gammaproteobacteria___"
"02658fc872cb9e741ab2b9f13981db5a","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","","",0.999997391,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_"
"026f0bb82d40ec723f4db78f6243e2a6","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter","",0.997062025,"Bacteria_Acidobacteriota_Acidobacteriae_Solibacterales_Solibacteraceae_Candidatus_Solibacter"
"027ebd400c52bf86117a32bf28d10ad9","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"02880ed3f55ebdd23154b85a4d64ac93","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",0.999999995,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"028e859638b6516a8a86b1b4654f74ad","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster","",0.989256487,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiomicrospirales_Thioglobaceae_SUP05_cluster"
"029d2a22f42595d4f0d7981485dc067c","Bacteria","","","","","","",0.999980841,"Bacteria_____"
"02b6fa2fee7855f493aafbfa1976ec86","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","AEGEAN-169_marine_group","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_AEGEAN-169_marine_group_AEGEAN-169_marine_group"
"02bb7e855465fb6794ca70bedb4ce0fb","Bacteria","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","Latescibacterota","uncultured_bacterium",0.949967086,"Bacteria_Latescibacterota_Latescibacterota_Latescibacterota_Latescibacterota_Latescibacterota"
"02bf6de93ffac821b76c0df38cfa07cb","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","",0.999135797,"Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Stenotrophomonas"
"02ca68f07a45564a865d31525cd0eda8","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23","uncultured_bacterium",0.97379998,"Bacteria_Acidobacteriota_Thermoanaerobaculia_Thermoanaerobaculales_Thermoanaerobaculaceae_Subgroup_23"
"02cdaaf1a50b58254f48b7743046fd3f","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade","",0.999638881,"Bacteria_Proteobacteria_Gammaproteobacteria_SAR86_clade_SAR86_clade_SAR86_clade"
"02d0f535a1e8c39cf72a1dce5f5c2039","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","",0.999888626,"Archaea_Crenarchaeota_Nitrososphaeria_Nitrosopumilales_Nitrosopumilaceae_Candidatus_Nitrosopumilus"
"02daf8420c56543a162a99dba2eeb779","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","",0.999999999,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"02e82a1ba45546965e7c97c70329e112","Bacteria","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","Marinimicrobia_(SAR406_clade)","uncultured_marine",0.949215754,"Bacteria_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)_Marinimicrobia_(SAR406_clade)"
"03063e16fdf431cc6a9206b74af44e4f","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"03131daa804e66506c014465a1f5267d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Ornithobacterium","uncultured_bacterium",0.903794583,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Weeksellaceae_Ornithobacterium"
"032c63e09e285609657102f79b9a6853","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","",0.999892692,"Bacteria_Actinobacteriota_Acidimicrobiia_Microtrichales_Microtrichaceae_Sva0996_marine_group"
"0344358f71cd24ac8aaac4388a7ec441","Bacteria","WS1","WS1","WS1","WS1","WS1","uncultured_bacterium",0.999994671,"Bacteria_WS1_WS1_WS1_WS1_WS1"
"034596079419a1d9fa12dd04a40230c1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007","",0.999999997,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_DEV007_DEV007"
"034b6df9518ff9e8050baa0b776797fe","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3","",0.999999998,"Bacteria_Planctomycetota_Phycisphaerae_Phycisphaerales_Phycisphaeraceae_CL500-3"
"034bc82f7ecd0e4943de28bffde4a51e","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage","",0.949446677,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_Pir4_lineage"
"034da7d06c7cf8355e3053441f80006b","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"035589192c794099f540e293beab9c75","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","uncultured","uncultured","",0.943889197,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_uncultured_uncultured"
"0357bf71562fe179d19897996a443f26","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",0.999999048,"Bacteria_Proteobacteria_Gammaproteobacteria___"
"03635d0d8e272d24cd0e40722fbabae5","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","uncultured","",1,"Bacteria_Planctomycetota_Planctomycetes_Planctomycetales_uncultured_uncultured"
"03660aa0e2a674c4f549a18be2d7aeb5","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","",0.999999986,"Bacteria_Bdellovibrionota_Bdellovibrionia_Bdellovibrionales_Bdellovibrionaceae_OM27_clade"
"036f70a583be4bf326e33274e578372c","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group","UBA10353_marine_group","uncultured_organism",0.999820245,"Bacteria_Proteobacteria_Gammaproteobacteria_UBA10353_marine_group_UBA10353_marine_group_UBA10353_marine_group"
"03703d493c657bd5dd7a30cef321808e","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"0372df090b45b87e725142453d2df355","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","OM182_clade","OM182_clade","",0.999999973,"Bacteria_Proteobacteria_Gammaproteobacteria_OM182_clade_OM182_clade_OM182_clade"
"03776e011aece2d37a58b286314d379e","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","hydrothermal_vent",0.979945889,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_Rhodopirellula"
"0379ffed39a4cf84f17de021d7c5e842","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Schleiferiaceae","Schleiferia","",0.999999679,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Schleiferiaceae_Schleiferia"
"038a584139c51f2bde3d242b53875de1","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_planctomycete",0.963855932,"Bacteria_Planctomycetota_OM190_OM190_OM190_OM190"
"038ba60cc69456e4a448e6b9381c4f03","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula","",0.999432731,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_Rubripirellula"
"03947034846bdb0dac89e002bb621b18","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"039e2006fb3a696a25813c9d8ac38dd7","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","",0.999993429,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_Lewinella"
"03bcbb3bc64fec4edc61c2c2fe1e2376","Bacteria","Verrucomicrobiota","Lentisphaeria","P.palmC41","P.palmC41","P.palmC41","uncultured_Lentisphaerae",0.998734309,"Bacteria_Verrucomicrobiota_Lentisphaeria_P.palmC41_P.palmC41_P.palmC41"
"03c2e1f7fb2a52fab017f6e41a346902","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Formosa","",0.993984577,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Formosa"
"03c4a8a9af91ee9a5baf1f3a4032a3ff","Bacteria","Bacteroidota","Bacteroidia","","","","",0.999998633,"Bacteria_Bacteroidota_Bacteroidia___"
"03dd6524ea34bedc7ce12105679869ab","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","",0.962592017,"Bacteria_Bdellovibrionota_Bdellovibrionia_Bacteriovoracales_Bacteriovoracaceae_Peredibacter"
"03ed4676bf7f97f5485babebdd26c653","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","",0.9969936,"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia"
"03f6274cdd0906f0f83bfb538a7df6ac","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_marine",0.999999526,"Bacteria_Planctomycetota_OM190_OM190_OM190_OM190"
"040b1ec6b635a16867990bd975a51e66","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter","Maribacter_sp.",0.945724196,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Maribacter"
"040c549520cb7eda746dfedc986db6c9","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","",0.999431142,"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia"
"0414a5dda27104ba8a478ed4ee28d409","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",0.999846681,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"0420421b033f412bbf583e12b5baa9e0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","uncultured_organism",0.999963758,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_uncultured"
"04259aec134fbe8819a53ab7e62cc463","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured_bacterium",0.984502901,"Bacteria_Planctomycetota_Planctomycetes_Gemmatales_Gemmataceae_Gemmata"
