"","Cruise","StationID","SAMPLE_ID","Sample_Name_Final","Location","Depth_m","BottomDepth_m_","Date_yyyy_mm_dd_","Lat_dd_ddddN_","Lon_dd_ddddE_","Transect","Month","Water","Season","Year","Distance_from_glacier","Nut_Sample_ID","Salinity_PSU","NO3_uM","NO2_uM","PO4_uM","NH3_uM","SiO4_uM","Station_SCM","Temp_C","CTD.depth","Dis_O2_Conc","Turbidity_NTU","ChlA_ug_L","N2","rho","iso.NO3_uM","d15N","d15N_stdev","d18O_mean","d18O_stdev","iso_submission_confirmation","mapping.DFG","Glacier_name","Environment.type","mapping.depth","Glacial.status","layer","layer.dfg","upwelling.3"
"43","A2108","SSW","SSW","Jones_Sound_SSW_5_2021","Jones Sound",5,"350",NA,NA,NA,"Grise_incubation","August","Marine","Summer",2021,2.89,"SSW","31.07101691","0.22","0.04","0.42","0.23","1.57",NA,"2.589773183","5","358.269372","0.283447266","0.130521878","0.000337948","1024.810704","-","-","-","-","-","yes","<3","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"44","V2208","JSDT_B","JSDT_4","Jones_Sound_Deep_15_2022","Jones Sound Deepest",15,"876","8/28/22","76.13797","-82.53483","Jones Sound Deepest Point","August","Marine","Summer",2022,32.439,"V2208_JSDT_B_4","29.79819798","0.07","0","0.42","0.1","1.86",NA,"0.846477509","15","361.588768","-0.036437988","1.394256592","0.000897692","1023.948873","-","-","-","-","-","yes",">10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"45","V2208","JSDT_B","JSDT_3","Jones_Sound_Deep_40_2022","Jones Sound Deepest",40,"876","8/28/22","76.13797","-82.53483","Jones Sound Deepest Point","August","Marine","Summer",2022,32.439,"V2208_JSDT_B_3","31.38645808","0.94","0.04","0.47","0.63","2.97",NA,"-0.267018636","40","369.1444829","-0.143208822","0.198430379","0.000797258","1025.397324","-","-","-","-","-","yes",">10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"46","V2208","OG","OG4","Jones_Sound_OG_27_2022","OG",27,"629","8/29/22","76.36482","-82.98248","OG","August","Marine","Summer",2022,5.5,"V2208_OG_B_4","31.47059282","1.57","0.04","0.68","0.48","5.51",NA,"-0.313018799","27","364.3366165","-0.143900553","0.528879801","0.000527728","1025.404838","1.57","8.18","-","3.87","-","yes","3>x<10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"47","V2208","OG","OG5","Jones_Sound_OG_5_2022","OG",5,"629","8/29/22","76.36482","-82.98248","OG","August","Marine","Summer",2022,5.5,"V2208_OG_B_5","29.57408063","0.02","0","0.39","0.12","1.89",NA,"0.5884552","5","362.7360484","-0.058776855","0.424718221","0.000782199","1023.733316","-","-","-","-","-","yes","3>x<10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"48","V2208","OG","OG3","Jones_Sound_OG_50_2022","OG",50,"629","8/29/22","76.36482","-82.98248","OG","August","Marine","Summer",2022,5.5,"V2208_OG_B_3","32.23787276","5.45","0.07","0.93","1.17","10.95",NA,"-0.784828186","50","356.5226847","-0.062561035","0.482248942","9.71E-05","1026.153309","5.42","8.82","-","3.44","-","yes","3>x<10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"49","A2108","JS34","JS34_5","South_Cape_Fiord_34_5_2021","South Cape Fiord",5,"110","8/22/21","76.41126","-84.36463","South_Cape_Fiord_sill","August","Marine","Summer",2021,34.984,"JS34_5","30.881061","0.61","0.01","0.43","0.21","2.84","26.5","1.392894745","5","341.1900081","0.189434629","0.306747668","0.001097861","1024.740688","-","-","-","-","-","no",">10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"50","A2108","JS12","JS12_20","Sydkap_12_20_2021","South Cape Fiord",20,"130","8/14/21","76.65526","-85.20367","Sydkap_out","August","Marine","Summer",2021,0.453,"JS12b_20","30.87973293",NA,NA,NA,NA,NA,"3.5","0.323521007","20","352.9769592","2.64547822","0.171091022","0.000459285","1024.868033","-","-","-","-","-",NA,"<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"51","A2108","JS12","JS12_5","Sydkap_12_5_2021","South Cape Fiord",5,"130","8/14/21","76.65526","-85.20367","Sydkap_out","August","Marine","Summer",2021,0.453,"JS12b_5a","28.49715549","2.78","0.04","0.58","0.9","7.86","3.5","-0.080113035","5","339.7010913","7.163093336","1.102877068","0.003967378","1022.892084","-","-","-","-","-","no","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"52","A2108","JS13","JS13_5","Sydkap_13_5_2021","South Cape Fiord",5,"130","8/14/21","76.6516","-85.1917","Sydkap_out","August","Marine","Summer",2021,0.453,"JS12b_5b","28.54531633","2.78","0.04","0.58","0.9","7.86","3.5","-0.146664937","5","343.6639581","8.514404759","1.158508648","0.003908326","1022.932979","-","-","-","-","-","no","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"53","A2108","JS13","JS13_20","Sydkap_13_20_2021","South Cape Fiord",20,"160","8/12/21","76.6516","-85.1917","Sydkap_out","August","Marine","Summer",2021,1,"JS13_20","30.86974342","3.31","0.05","0.59","0.95","6.07","0.5","0.241916656","20","357.1221194","2.743319425","0.188603257","0.000429831","1024.863795","-","-","-","-","-","no","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"54","A2108","JS14","JS14_20","Sydkap_14_20_2021","South Cape Fiord",20,"140","8/15/21","76.64798","-85.17973","Sydkap_out","August","Marine","Summer",2021,1.309,"JS14_20","30.80957369","2.33","0.03","0.51","0.73","5.95","2.5","0.458656773","20","360.0094161","2.500161836","0.165387009","0.00034305","1024.805408","2.33","6.6","-","2.55","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"55","A2108","JS14","JS14_5","Sydkap_14_5_2021","South Cape Fiord",5,"140","8/15/21","76.64798","-85.17973","Sydkap_out","August","Marine","Summer",2021,1.309,"JS14_5","28.71198006","2.34","0.03","0.48","0.67","9.02","27.831","-0.231233886","5","340.1271213","7.672743364","1.081089598","0.003284429","1023.070472","2.34","7.31","-","2.72","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"56","A2108","JS18","JS18_20","Sydkap_18_20_2021","South Cape Fiord",20,"130","8/15/21","76.63219","-85.13283","Sydkap_out","August","Marine","Summer",2021,3.388,"JS18_20","30.79045291","2.32","0.03","0.53","0.53","6.67","2.5","0.49453666","20","362.8756851","1.693372322","0.179152749","0.000350083","1024.788296","-","-","-","-","-","no","3>x<10","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"57","A2108","JS18","JS18_5","Sydkap_18_5_2021","South Cape Fiord",5,"130","8/15/21","76.63219","-85.13283","Sydkap_out","August","Marine","Summer",2021,3.388,"JS18_5","28.86976755","2.32","0.03","0.51","1.28",NA,"2.5","-0.342862447","5","347.1967215","24.75115412","0.924960512","0.003132908","1023.201424","-","-","-","-","-","yes","3>x<10","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"58","A2208","SD10B","SD10_3","South_Cape_Fiord_10B_45_2022","South Cape Fiord",45,"190","8/22/22","76.38604","-84.16518","Sydkap-out","August","Marine","Summer",2022,40.501,"A2208_SD10_3","31.10841007","1.31","0.02","0.68","0.61","4.08",NA,"0.13618868","45","393.2071163","0.384053456","2.404411986","0.000237924","1025.180235","1.31","7.95","-","1.71","-","yes",">10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"59","A2208","SD10B","SD10_5","South_Cape_Fiord_10B_5_2022","South Cape Fiord",5,"190","8/22/22","76.38604","-84.16518","Sydkap-out","August","Marine","Summer",2022,40.501,"A2208_SD10_5","29.38448566","0.07","0","0.38","0.14","2.06",NA,"0.913387959","5","375.0463711","0.352668993","0.277847571","8.95E-05","1023.565902","-","-","-","-","-","yes",">10","Open Sound","Open Sound","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"60","A2208","SD1","SD1_4","Sydkap_1_20_2022","South Cape Fiord",20,"130","8/24/22","76.65643","-85.2144","Sydkap-out","August","Marine","Summer",2022,0.249,"A2208_SD1_4","30.18796433","1.07","0.09","0.43","2.01","3.02",NA,"-0.19580707","20","390.7737287","4.890202008","0.288152082","0.001250366","1024.332521","-","-","-","-","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"61","A2208","SD1","SD1_3","Sydkap_1_45_2022","South Cape Fiord",45,"130","8/24/22","76.65643","-85.2144","Sydkap-out","August","Marine","Summer",2022,0.249,"A2208_SD1_3","31.56117303","0.89","0.03","0.58","0.88","2.75",NA,"-0.95487664","45","408.1676711","5.287190293","0.168374842","0.000324804","1025.58831","-","-","-","-","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"62","A2208","SD1","SD1_5","Sydkap_1_5_2022","South Cape Fiord",5,"130","8/24/22","76.65643","-85.2144","Sydkap-out","August","Marine","Summer",2022,0.249,"A2208_SD1_5","28.7987859","1.97","0.04","0.43","0.95","5.41",NA,"0.231161608","5","385.9742858","16.13244671","0.556311349","0.001042228","1023.124052","-","-","-","-","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"63","A2208","SD7","SD7_7","Sydkap_7_30_2022","South Cape Fiord",30,"143","8/22/22","76.5797","-84.98465","Sydkap-out","August","Marine","Summer",2022,10.33,"A2208_SD7_7","30.8454109","0.6","0.02","0.52","0.83","2.53",NA,"-0.475965313","30","412.8529961","1.412357908","0.226091797","0.00067823","1024.921105","-","-","-","-","-","yes",">10","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
"64","A2208","SD7","SD7_11","Sydkap_7_5_2022","South Cape Fiord",5,"143","8/22/22","76.5797","-84.98465","Sydkap-out","August","Marine","Summer",2022,10.33,"A2208_SD7_11","28.91790604","0.12","0.06","0.26","0.55","1.53",NA,"0.7216216","5","391.8666994","1.193505027","0.338643136","0.000804961","1023.200015","-","-","-","-","-","yes",">10","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
"65","A2208","SD7","SD7_5","Sydkap_7_50_2022","South Cape Fiord",50,"143","8/22/22","76.5797","-84.98465","Sydkap-out","August","Marine","Summer",2022,10.33,"A2208_SD7_5","31.76742613","1.11","0.18","0.51","6.55","1.93",NA,"-0.66640954","50","403.0542474","0.469548257","0.290826366","0.000415508","1025.769357","-","-","-","-","-","yes",">10","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
"66","A2208","SDB1","SDB1_4a","Sydkap_SDB1_15a_2022","South Cape Fiord",15,"139","9/2/22","76.65317","-85.22124","Sydkap-out","August","Marine","Summer",2022,0.184,"A2208_SDB1_4","29.57468133","0.71","0.03","0.43","0.68","2.75",NA,"0.388508594","15","383.1501093","1.916222312","0.753223419","0.000883516","1023.790927","-","-","-","-","-",NA,"<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"67","A2208","SDB1","SDB1_4b","Sydkap_SDB1_15b_2022","South Cape Fiord",15,"139","9/2/22","76.65317","-85.22124","Sydkap-out","August","Marine","Summer",2022,0.184,"A2208_SDB1_4","29.57468133","0.71","0.03","0.43","0.68","2.75",NA,"0.388508594","15","383.1501093","1.916222312","0.753223419","0.000883516","1023.790927","-","-","-","-","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"68","A2208","SDB1","SDB1_3","Sydkap_SDB1_45_2022","South Cape Fiord",45,"139","9/2/22","76.65317","-85.22124","Sydkap-out","August","Marine","Summer",2022,0.184,"A2208_SDB1_3","32.11789545","1.5","0.51","0.4","1.77","2.72",NA,"-1.150787458","45","383.8047485","3.511601951","0.117043859","0.00040109","1026.045086","-","-","-","-","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"69","A2208","SDB1","SDB1_5","Sydkap_SDB1_5_2022","South Cape Fiord",5,"139","9/2/22","76.65317","-85.22124","Sydkap-out","August","Marine","Summer",2022,0.184,"A2208_SDB1_5","28.09204206","0.91","0.01","0.35","0.28","3.94",NA,"1.071575743","5","370.2740706","2.720039599","0.669497403","0.003221927","1022.520646","-","-","-","-","-","yes","<3","Sydkap","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"70","A2108","JS6","JS6_20","Starnes_1_6_20_2021","Starnes.1",20,"130","8/12/21","76.52487","-82.23704","Starnes Fiord - out","August","Marine","Summer",2021,0.26,"JS6_20","31.12961665","0.32","0.01","0.51","1.2","2.17","21.5","1.153374961","20","327.4705897","0.595686248","0.328855399","0.000722803","1025.025064","-","-","-","-","-","yes","<3","Starnes.1","Weakly Tidewater-Glacier-Influenced","0-50 m","Weakly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","No upwelling"
"71","A2108","JS6","JS6_5","Starnes_1_6_5_2021","Starnes.1",5,"130","8/12/21","76.52487","-82.23704","Starnes Fiord - out","August","Marine","Summer",2021,0.26,"JS6_5","29.03716405","0","0.01","0.37","1.57","2.25","21.5","2.867524349","5","314.8854823","0.439913663","0.179846793","0.002409877","1023.167071","-","-","-","-","-","no","<3","Starnes.1","Weakly Tidewater-Glacier-Influenced","0-50 m","Weakly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","No upwelling"
"72","A2108","JS7","JS7_25","Starnes_1_7_25_2021","Starnes.1",25,"160","8/12/21","76.52582","-82.21842","Starnes Fiord - out","August","Marine","Summer",2021,0.76,"JS7_25","31.17058052","0.06","0","0.48","0.52","1.49","58.5","1.410289302","25","337.2934022","0.307266698","0.335208315","0.00025386","1025.066004","-","-","-","-","-","yes","<3","Starnes.1","Weakly Tidewater-Glacier-Influenced","0-50 m","Weakly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","No upwelling"
"73","A2108","JS7","JS7_5","Starnes_1_7_5_2021","Starnes.1",5,"160","8/12/21","76.52582","-82.21842","Starnes Fiord - out","August","Marine","Summer",2021,0.76,"JS7_5","29.17623432","0","0","0.4","1.03","1.64","58.5","2.8802112","5","319.748162","0.519947491","0.138164659","0.00263764","1023.277063","-","-","-","-","-","no","<3","Starnes.1","Weakly Tidewater-Glacier-Influenced","0-50 m","Weakly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","No upwelling"
"74","A2108","JS10","JS10_5","Starnes_2_10_5_2021","Starnes.2",5,"10","8/12/21","76.62359","-82.413","Starnes Fiord - out","August","Marine","Summer",2021,0.13,"JS10_5","29.49254449","0.02","0.02","0.37","1.65","1.99","8.5","2.563123067","5","378.5144628","2.998636882","4.73298645","0.005474989","1023.552719","-","-","-","-","-","no","<3","Starnes.2","Weakly Tidewater-Glacier-Influenced","0-50 m","Weakly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","No upwelling"
"75","A2108","JS11","JS11_5","Starnes_2_11_5_2021","Starnes.2",5,"60","8/12/21","76.62759","-82.40246","Starnes Fiord - out","August","Marine","Summer",2021,0.65,"JS11_5","29.19199875","0","0.01","0.23","0.36","3.43","1.5","2.858083879","5","333.9924524","0.855721368","0.246986235","0.004550909","1023.290879","-","-","-","-","-","yes","<3","Starnes.2","Weakly Tidewater-Glacier-Influenced","0-50 m","Weakly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","No upwelling"
"76","V2108","SV1","SV1_2","Sverdrup_1_25_2021","Sverdrup Glacier",25,"148","8/14/21","75.74925","-83.24268","Sverdrup_out","August","Marine","Summer",2021,1.714,"SV1_2","32.53020611","7.18","0.08","0.96","0.21",NA,"5.601","-0.587128171","25","347.5476448","0.934818615","2.430387925","1.57E-05","1026.262044","7.18","7.649628379",NA,"3.285700773",NA,"yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"77","V2108","SV1","SV1_1","Sverdrup_1_5_2021","Sverdrup Glacier",5,"148","8/14/21","75.74925","-83.24268","Sverdrup_out","August","Marine","Summer",2021,1.714,"SV1_1","32.39746098","4.06","0.08","0.76","0.08","12.91","5.601","-0.226504413","5","359.0967218","2.005749327","3.812760787","0.000367889","1026.044335","4.06","8.553718522",NA,"6.048512747",NA,"yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"78","V2108","SV11","SV11_1","Sverdrup_11_45_2021","Sverdrup Glacier",45,"49","8/17/21","75.79493","-83.35562","Sverdrup_out","August","Marine","Summer",2021,7.611,"SV11_1","32.6808214","9.14","0.11","1.09","0.66","18.42","7.6146","-1.183290216","45","322.7026908","0.39699744","0.521871301","1.86E-05","1026.501331","9.14","6.387478876","0.625026165","2.231386865","2.24545613","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"79","V2108","SV11","SV11_3","Sverdrup_11_5_2021","Sverdrup Glacier",5,"49","8/17/21","75.79493","-83.35562","Sverdrup_out","August","Marine","Summer",2021,7.611,"SV11_3","31.81535915","0.06","0.01","0.36","0","0.13","7.6146","0.654972007","5","393.6637665","0.62431784","4.937232682","0.000993147","1025.532515","-","-","-","-","-","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"80","V2108","SV11","SV11_2","Sverdrup_11_8_2021","Sverdrup Glacier",8,"49","8/17/21","75.79493","-83.35562","Sverdrup_out","August","Marine","Summer",2021,7.611,"SV11_2","32.13025797","0.08","0","0.45","0","2.39","7.6146","0.229762456","8","394.9260721","0.788340502","10.6900555","0.000696906","1025.8221","-","-","-","-","-","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","50-635 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"81","V2108","SV14","SV14_2","Sverdrup_14_18_2021","Sverdrup Glacier",18,"56","8/17/21","75.84537","-83.44153","Sverdrup_out","August","Marine","Summer",2021,13.611,"SV14_2","31.65166825","0.04","0","0.44","0","0.31","18.699","0.621254638","18","393.8652772","0.706505885","9.24055259","0.00024476","1025.464917","-","-","-","-","-","yes",">10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"82","V2108","SV14","SV14_3","Sverdrup_14_5_2021","Sverdrup Glacier",5,"56","8/17/21","75.84537","-83.44153","Sverdrup_out","August","Marine","Summer",2021,13.611,"SV14_3","31.07117682",NA,NA,NA,NA,NA,"18.699","1.581978406","5","369.2378997","0.199549886","0.425994804","0.001283966","1024.880905","-","-","-","-","-","yes",">10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"83","V2108","SV14","SV14_1","Sverdrup_14_50_2021","Sverdrup Glacier",50,"56","8/17/21","75.84537","-83.44153","Sverdrup_out","August","Marine","Summer",2021,13.611,"SV14_1","31.97128849","2.22","0.04","0.67","0.22","5.13","18.699","0.330986023","50","378.7917221","0.691418457","7.604171753","-3.64E-05","1025.889512","2.22","9.69","-","9.23","-","yes",">10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"84","V2108","SV15","SV15_2","Sverdrup_15_28_2021","Sverdrup Glacier",28,"226","8/18/21","75.874","-83.4582","Sverdrup_out","August","Marine","Summer",2021,16.647,"SV15_2","31.62788724","0.15","0","0.46","0","0.13","28.789","0.618013578","28","392.4865791","0.581076605","8.674058648","0.000426021","1025.49289","-","-","-","-","-","yes",">10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"85","V2108","SV15","SV15_3","Sverdrup_15_5_2021","Sverdrup Glacier",5,"226","8/18/21","75.874","-83.4582","Sverdrup_out","August","Marine","Summer",2021,16.647,"SV15_3","30.79585695","0","0","0.36","0.32","1.13","28.789","1.981305013","5","365.3550011","0.098977384","0.280564002","0.000366323","1024.634804","-","-","-","-","-","yes",">10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, beyond 5km","Upwelling"
"86","V2108","SV2","SV2_2","Sverdrup_2_18_2021","Sverdrup Glacier",18,"154","8/16/21","75.7525","-83.23818","Sverdrup_out","August","Marine","Summer",2021,1.909,"SV2_2","32.36239454","4.95","0.08","0.82","0.25","12.81","4.6013","-0.374910956","18","366.0741699","1.631611864","6.171684103","0.000143252","1026.084503","4.95","8.082545504",NA,"4.943026999",NA,"yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"87","V2108","SV2","SV2_3","Sverdrup_2_5_2021","Sverdrup Glacier",5,"154","8/16/21","75.7525","-83.23818","Sverdrup_out","August","Marine","Summer",2021,1.909,"SV2_3","31.96656866","0.52","0.04","0.56","0.07","9.11","4.6013","-0.044292714","5","387.3021588","3.12870239","10.49016605","0.000371011","1025.688704","-","-","-","-","-","no","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"88","V2108","SV20","SV20_1","Sverdrup_20_5_2021","Sverdrup Glacier",5,"8","8/15/21","75.76492","-83.16405","Sverdrup_across","August","Marine","Summer",2021,3.081,"SV20_1","32.16058207","5.21","0.09","0.88","0.04","12.97","0.5","-0.703008652","5","354.673172","2.902099609","2.479297638","0.000578997","1025.871898","5.21","8.688484335",NA,"4.203813007",NA,"yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"89","V2108","SV3","SV3_2","Sverdrup_3_20_2021","Sverdrup Glacier",20,"145","8/16/21","75.75717","-83.22915","Sverdrup_out","August","Marine","Summer",2021,2.247,"SV3_2","32.38221749","3.58","0.07","0.79","0.03",NA,"4.6093","-0.03433641","20","371.309305","1.320684506","6.804074305","7.60E-05","1026.09518","3.58","8.434056359",NA,"4.648812073",NA,"yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"90","V2108","SV3","SV3_3","Sverdrup_3_5_2021","Sverdrup Glacier",5,"145","8/16/21","75.75717","-83.22915","Sverdrup_out","August","Marine","Summer",2021,2.247,"SV3_3","31.99506939","0.41","0.07","0.58","0","8.66","4.6093","0.078279611","5","387.0261302","3.662186871","10.435529","0.000413374","1025.706135","-","-","-","-","-","yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"91","V2108","SV5","SV5_3","Sverdrup_5_5_2021","Sverdrup Glacier",5,"58","8/16/21","75.76518","-83.27122","Sverdrup_out","August","Marine","Summer",2021,3.582,"SV5_3","32.02803423","0.8","0.04","0.59","0","8.83","7.6411","0.13643726","5","387.2776533","2.559878725","4.837659316","0.00015204","1025.729983","-","-","-","-","-","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"92","V2108","SV5","SV5_1","Sverdrup_5_50_2021","Sverdrup Glacier",50,"58","8/16/21","75.76518","-83.27122","Sverdrup_out","August","Marine","Summer",2021,3.582,"SV5_1","32.70235952","9.34","0.14","1.14","0.46","18.98","7.6411","-1.594064135","50","316.9886451","0.804683339","0.288367185","2.18E-05","1026.555115","-","-","-","-","-","no","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
